Date,Country,Confirmed,Deaths,Recovered,Active,Tests,Vaccination Rate (%),Hospitalized,ICU,New Cases,New Deaths,Stringency Index,Population,Positivity Rate (%),Reproduction Rate (R),Healthcare Pressure Index,Mobility Index,Stringent Lockdown,Mask Mandate,School Closures,International Travel,People Vaccinated,People Fully Vaccinated,Booster Doses Given,Vaccine Type,Hospital Beds per 1000,ICU Beds per 1000,Doctors per 1000,GDP Impact (%),Unemployment Rate (%),Stimulus Package Amount (Billion USD),Lockdown Level,Vaccination Mandate,Testing Mandate,Dominant Variant,Wave Number,Cases Age 0-17,Cases Age 18-44,Cases Age 45-60,Cases Age 60+,New Recoveries,Tests Per Million,Deaths Per Million
2021-07-25,Russia,275650,2732,247714,25204,485030,51.21,308,82,753,15,71.01,168309345,0.16,1.7,17.5,1.59,No,No,Closed,Restricted,486564,-165699,76803,Sinovac,3.36,2.64,1.79,-0.46,11.07,217.94,High,No,Yes,Alpha,1,74441,201107,82655,95745,45102,1021,7.5
2021-07-26,Russia,276176,2735,248185,25256,485955,51.3,165,94,510,14,68.31,20192307,0.1,1.71,87.48,-11.83,Yes,No,Open,Restricted,4986844,4776877,292493,Covishield,4.38,2.22,2.06,-2.09,7.16,221.97,Full,No,No,Alpha,3,33437,141701,140415,130051,45919,18647,1.77
2021-07-27,Russia,276675,2739,248656,25280,486833,51.4,544,40,669,9,94.35,20154684,0.14,1.29,39.01,10.17,No,Yes,Partial,Allowed,2657271,2621059,875642,Moderna,2.86,2.36,1.54,-9.68,5.42,169.08,High,Yes,No,Delta,4,65886,128756,17757,59402,28967,18086,4.36
2021-07-28,Russia,277216,2745,249096,25375,487785,51.49,628,98,686,45,75.21,348430361,0.14,0.97,79.31,49.66,Yes,Yes,Open,Banned,1296571,437393,339218,Pfizer,5.29,1.78,1.12,-5.88,4.95,261.56,Medium,No,Yes,Alpha,1,4206,40527,177188,65210,15033,8970,8.94
2021-07-29,Russia,277701,2746,249568,25387,488639,51.58,431,52,400,16,89.29,86297070,0.08,1.38,19.08,41.52,Yes,No,Closed,Allowed,4445768,3586373,432334,Pfizer,2.0,1.29,3.48,-10.41,13.82,423.34,High,No,Yes,Alpha,1,1602,133531,35892,138786,28407,18148,0.78
2021-07-30,Russia,278193,2750,250019,25424,489504,51.68,930,43,825,37,67.47,159019661,0.17,1.5,24.97,-37.66,Yes,No,Closed,Allowed,3939492,3521784,581893,Moderna,5.47,2.27,3.72,-8.84,18.98,131.34,Low,No,No,Beta,3,983,65322,15517,48098,32914,1214,0.83
2021-07-31,Russia,278684,2757,250478,25449,490368,51.77,741,83,282,25,99.18,257417872,0.06,1.39,99.09,-34.42,No,Yes,Closed,Banned,1873365,884690,917404,Sputnik,2.09,1.51,2.37,-10.83,12.62,415.74,High,Yes,Yes,None,2,60098,219477,89014,74818,9198,13825,1.3
2021-08-01,Russia,279186,2762,250932,25492,491252,51.86,822,60,722,22,88.38,283375254,0.15,1.13,82.45,-35.12,Yes,Yes,Closed,Banned,4903991,4309294,69856,Sinovac,3.6,1.32,1.2,-7.12,7.74,320.84,Full,Yes,Yes,Beta,2,39036,165938,60016,58195,30641,9658,0.66
2021-08-02,Russia,279681,2765,251369,25547,492123,51.96,176,31,216,48,81.66,226220707,0.04,0.81,91.76,17.89,No,No,Partial,Restricted,936280,715291,270050,Moderna,5.39,1.11,2.98,-11.95,14.54,371.78,High,No,Yes,Beta,2,39458,186084,70456,26653,40742,19066,6.34
2021-08-03,Russia,280169,2772,251805,25592,492981,52.05,389,95,189,48,84.76,140261835,0.04,0.97,11.89,-0.11,Yes,No,Open,Banned,4710831,4315364,899342,Pfizer,2.05,2.85,2.45,-9.39,14.97,466.91,Low,Yes,Yes,Alpha,4,71301,248106,38754,28049,46908,9326,9.67
2021-08-04,Russia,280677,2778,252279,25620,493875,52.14,177,37,895,12,88.91,329357396,0.18,0.84,80.41,31.52,Yes,Yes,Closed,Restricted,3065298,2708774,332570,Covishield,4.83,0.89,2.11,1.45,9.87,303.75,Low,No,No,Delta,3,16439,291190,121804,124309,44908,2728,6.09
2021-08-05,Russia,281148,2784,252725,25639,494704,52.23,685,34,657,15,76.65,126592317,0.13,1.77,12.91,3.21,Yes,No,Closed,Banned,1377214,1304745,476701,Moderna,2.75,2.2,1.88,-9.54,12.38,351.85,Full,No,No,None,4,35800,95098,192808,15417,43464,632,6.26
2021-08-06,Russia,281647,2791,253157,25699,495582,52.33,882,75,316,49,61.74,197927955,0.06,0.69,74.63,-30.57,No,No,Partial,Restricted,4893673,4163497,45286,Covishield,2.83,2.46,1.33,1.46,6.74,54.45,Medium,Yes,Yes,None,2,27216,55317,39917,77793,7274,5244,9.81
2021-08-07,Russia,282122,2794,253658,25670,496418,52.42,402,67,460,39,71.72,171925027,0.09,1.12,97.31,43.11,No,No,Closed,Restricted,3188567,3155931,521041,Sputnik,5.23,1.75,2.85,-9.58,17.19,228.05,High,Yes,No,None,3,74596,47795,82051,133724,13217,17533,3.36
2021-08-08,Russia,282592,2796,254108,25688,497245,52.51,587,70,112,8,44.5,58940404,0.02,1.91,48.32,-32.51,Yes,No,Open,Banned,2326437,1723908,834145,Covishield,3.75,1.45,3.6,-8.67,19.04,163.72,Medium,Yes,Yes,Delta,2,35085,188752,103325,131112,32455,14268,0.66
2021-08-09,Russia,283060,2800,254545,25715,498068,52.61,447,80,802,10,83.15,194544230,0.16,1.72,29.1,-41.46,Yes,No,Partial,Allowed,4963317,4338456,854958,Moderna,5.29,2.17,3.11,-1.99,15.28,283.67,High,Yes,No,Alpha,1,88518,96486,93918,144968,47904,17263,2.77
2021-08-10,Russia,283578,2804,254990,25784,498980,52.7,849,77,343,24,38.07,301274263,0.07,0.83,81.41,26.93,No,Yes,Partial,Allowed,4834967,4104172,45314,Pfizer,2.48,0.87,1.07,-6.21,8.73,82.53,High,Yes,No,Omicron,4,52221,293440,98003,68592,13973,19546,7.85
2021-08-11,Russia,284058,2806,255459,25793,499824,52.79,127,83,18,29,81.14,310826224,0.0,0.83,18.51,-48.02,No,No,Open,Allowed,1333341,906604,447876,Moderna,2.77,2.47,1.46,-3.56,14.61,326.89,High,Yes,No,Alpha,4,4649,232163,5677,40349,40099,5172,1.75
2021-08-12,Russia,284552,2809,255905,25838,500694,52.89,319,54,118,6,77.14,155021325,0.02,0.8,73.73,-12.79,Yes,Yes,Open,Allowed,496340,160380,454515,Covishield,4.26,1.08,3.32,1.71,11.25,246.31,High,No,No,Beta,1,4451,195448,177221,4997,34244,16606,7.91
2021-08-13,Russia,285025,2813,256338,25874,501526,52.98,280,33,577,31,37.99,119226179,0.12,1.93,59.32,15.86,No,Yes,Partial,Restricted,149219,-639601,220725,Moderna,5.43,2.01,1.52,-6.95,9.24,143.17,Medium,No,Yes,None,1,52306,164704,112052,102738,40788,10497,4.91
2021-08-14,Russia,285541,2821,256790,25930,502434,53.07,858,34,360,13,86.54,284052183,0.07,1.39,70.9,-7.08,No,No,Partial,Banned,1293777,485143,663280,Pfizer,5.32,1.61,2.42,-5.54,9.01,202.87,Full,No,No,Delta,4,23431,285607,115703,16568,20188,19298,8.76
2021-08-15,Russia,286005,2825,257220,25960,503250,53.17,242,92,828,24,46.24,129901890,0.16,1.41,16.25,24.79,No,Yes,Partial,Restricted,1736801,791131,250817,Sputnik,4.49,1.77,1.48,-0.39,12.83,412.71,Medium,Yes,No,Omicron,3,56912,164949,40851,48036,29904,17318,1.7
2021-08-16,Russia,286485,2829,257672,25984,504095,53.26,128,27,753,44,30.8,171787707,0.15,0.88,44.73,33.85,No,Yes,Partial,Banned,1209644,631335,165270,Covishield,4.96,2.2,3.06,-1.85,15.59,139.83,Full,Yes,Yes,Beta,4,53989,128467,85481,58461,27850,2063,3.43
2021-08-17,Russia,287008,2834,258105,26069,505015,53.35,784,17,14,32,80.8,230158403,0.0,1.48,45.62,37.26,No,Yes,Partial,Restricted,1793481,1247275,469662,Sinovac,2.81,2.02,1.13,-9.13,9.54,34.31,Medium,Yes,Yes,Omicron,2,44789,149962,158535,22853,48921,5166,4.04
2021-08-18,Russia,287510,2836,258564,26110,505898,53.45,748,90,792,3,32.55,10696389,0.16,1.06,66.36,-12.94,No,No,Closed,Restricted,2257715,1516177,955443,Sputnik,3.8,1.04,1.26,-11.75,18.84,470.04,Medium,No,Yes,Omicron,2,45546,178748,53495,65190,39029,10163,3.21
2021-08-19,Russia,287984,2838,259016,26130,506732,53.54,273,22,42,20,72.69,316739955,0.01,1.06,86.22,-1.91,No,Yes,Closed,Restricted,4071500,4030160,14811,Sputnik,1.75,2.55,1.35,-6.58,6.95,274.39,Low,Yes,Yes,Omicron,1,95482,81504,60928,35717,15416,968,4.12
2021-08-20,Russia,288511,2843,259441,26227,507660,53.63,301,62,751,17,58.66,233983031,0.15,1.44,13.9,-11.39,No,No,Closed,Allowed,2518619,2443894,103709,Sinovac,2.18,1.93,2.68,1.96,16.51,152.37,Low,Yes,Yes,Omicron,1,49848,274115,117573,63862,9873,19830,3.84
2021-08-21,Russia,289018,2845,259922,26251,508552,53.72,601,88,146,47,68.25,293995808,0.03,0.82,83.89,32.69,No,No,Partial,Banned,1968019,1081253,393595,Moderna,5.73,1.5,2.49,0.65,12.02,100.71,High,No,No,Omicron,1,27398,273903,36886,18282,36199,18594,1.1
2021-08-22,Russia,289538,2851,260387,26300,509467,53.82,336,88,369,47,78.71,187059610,0.07,1.52,24.71,12.58,Yes,No,Open,Allowed,3310468,2451017,643027,Sputnik,3.79,2.55,3.97,-5.2,17.21,356.09,Full,No,No,Beta,4,71708,166056,120822,125476,18608,19494,9.83
2021-08-23,Russia,290036,2853,260874,26309,510343,53.91,839,93,988,24,41.8,67118088,0.19,0.84,75.78,31.66,Yes,Yes,Closed,Allowed,1243551,466717,80456,Sputnik,2.12,1.2,2.76,-2.42,8.57,455.85,Full,Yes,No,Omicron,3,31823,165202,185562,119435,24004,14659,4.46
2021-08-24,Russia,290538,2856,261317,26365,511226,54.0,966,73,844,37,93.36,298264437,0.17,1.28,60.64,25.98,Yes,No,Partial,Allowed,752510,-48485,494016,Pfizer,5.32,2.62,1.51,-9.82,16.64,473.91,High,Yes,Yes,Omicron,4,93813,73785,184272,81143,43621,13683,0.4
2021-08-25,Russia,290993,2859,261764,26370,512027,54.1,347,49,274,36,95.99,274378680,0.05,1.79,25.0,12.07,No,No,Open,Allowed,2613320,2236103,612336,Covishield,1.63,2.54,1.82,-6.78,4.28,244.51,Low,No,No,Delta,3,59206,240498,62868,11510,2167,12381,3.74
2021-08-26,Russia,291512,2861,262192,26459,512940,54.19,218,64,838,13,67.99,298224921,0.16,1.97,76.35,21.49,Yes,Yes,Open,Allowed,2208014,2047076,45117,Sputnik,2.66,1.09,3.01,-11.2,13.09,159.11,Medium,Yes,No,Alpha,1,73056,143744,6412,137634,33590,15193,7.88
2021-08-27,Russia,292051,2863,262626,26562,513889,54.28,142,73,184,43,53.34,58705892,0.04,0.97,14.27,38.79,Yes,No,Closed,Banned,1964372,1122764,97478,Sputnik,2.63,1.21,2.48,-11.81,13.53,334.94,Low,No,Yes,Alpha,4,53766,46522,112127,147094,31523,9600,4.92
2021-08-28,Russia,292519,2865,263080,26574,514712,54.38,122,58,685,27,58.24,258282726,0.13,1.01,38.7,-18.35,No,No,Partial,Restricted,3988017,3338010,409856,Sputnik,2.12,2.17,3.61,0.29,16.89,179.54,Full,No,Yes,None,1,48971,190479,157147,80430,45937,12025,1.0
2021-08-29,Russia,292985,2874,263495,26616,515532,54.47,559,30,648,40,43.26,100803715,0.13,0.68,99.66,-27.36,No,No,Open,Restricted,3041718,2441839,388392,Pfizer,5.14,2.75,1.5,-1.34,17.41,260.84,Full,Yes,No,Alpha,3,37818,170773,165250,73426,31735,4704,3.17
2021-08-30,Russia,293477,2877,263920,26680,516398,54.56,865,42,291,10,96.31,237520667,0.06,1.4,19.98,-16.63,No,Yes,Open,Restricted,1339649,836127,573001,Sinovac,4.55,2.81,2.62,-8.41,13.33,440.8,Full,No,Yes,None,1,82087,116251,31370,40466,4522,14804,7.09
2021-08-31,Russia,294011,2880,264358,26773,517338,54.66,407,71,411,2,31.77,80847042,0.08,1.37,24.36,6.66,No,No,Closed,Allowed,4150110,3466134,787391,Moderna,1.96,2.04,1.95,-3.94,10.31,402.66,Low,No,Yes,Delta,1,40424,285236,70751,98976,25388,11131,0.32
2021-09-01,Russia,294494,2880,264822,26792,518187,54.75,416,88,602,6,69.45,27562065,0.12,1.09,12.75,-26.46,No,Yes,Partial,Restricted,3397144,2715495,49629,Moderna,2.06,0.65,1.64,-7.19,9.17,487.66,High,No,Yes,Omicron,3,57332,279838,65265,41534,15432,1814,8.26
2021-09-02,Russia,294997,2888,265289,26820,519072,54.84,844,34,370,28,96.31,210718071,0.07,1.85,83.83,-22.57,No,No,Partial,Restricted,2210304,1401092,154279,Moderna,3.06,1.91,3.02,-10.43,11.75,156.27,Low,Yes,Yes,Beta,2,33327,272070,170156,121552,31498,8076,0.86
2021-09-03,Russia,295502,2896,265743,26863,519961,54.93,480,93,276,34,92.36,217254173,0.05,1.72,15.73,21.91,No,Yes,Partial,Banned,166657,-299530,690800,Sputnik,4.49,2.31,1.21,1.56,5.12,176.89,Low,No,No,Beta,4,3186,68266,117315,94389,4705,14112,8.95
2021-09-04,Russia,295995,2900,266213,26882,520829,55.03,489,16,866,13,96.68,229601901,0.17,0.86,56.8,27.87,Yes,No,Open,Allowed,3846720,3803006,191670,Pfizer,1.84,1.05,1.54,-1.62,9.93,89.0,Full,No,Yes,Alpha,4,7543,248776,114501,91906,22770,3762,4.55
2021-09-05,Russia,296500,2905,266656,26939,521717,55.12,602,30,276,48,30.48,156444650,0.05,1.82,63.48,9.27,Yes,No,Closed,Banned,4136216,4043723,594968,Covishield,2.77,2.92,3.37,-2.88,18.81,75.92,Medium,Yes,Yes,Delta,4,12759,116047,22504,15175,21206,4849,8.56
2021-09-06,Russia,296997,2911,267105,26981,522592,55.21,777,19,208,35,99.07,237275866,0.04,1.16,77.85,43.91,Yes,No,Closed,Restricted,2545120,2391372,692529,Sinovac,3.43,2.93,2.42,-2.27,4.53,134.85,Medium,Yes,No,Delta,4,96345,4071,164996,47099,1834,13631,7.06
2021-09-07,Russia,297502,2912,267576,27014,523480,55.31,971,67,151,18,84.45,107610465,0.03,1.58,71.29,39.42,Yes,Yes,Partial,Banned,353224,-600758,899120,Moderna,4.15,1.74,3.99,-10.2,9.92,307.92,Low,Yes,No,Beta,1,64505,29041,802,41322,38751,7288,9.65
2021-09-08,Russia,297986,2915,268045,27026,524332,55.4,955,98,230,48,80.24,283568438,0.04,0.75,63.23,-6.13,No,Yes,Closed,Banned,4496918,3981045,801522,Covishield,2.78,0.75,2.46,-2.98,5.97,83.46,Medium,No,Yes,Delta,4,70137,223850,48428,101985,17692,18646,3.36
2021-09-09,Russia,298529,2917,268521,27091,525287,55.49,411,83,21,18,92.33,213189207,0.0,1.74,32.24,11.59,No,No,Open,Allowed,791407,34207,795225,Sputnik,4.86,2.05,3.59,-7.47,15.84,94.66,High,Yes,Yes,Beta,3,24763,119437,179146,125272,35030,14046,4.19
2021-09-10,Russia,299050,2922,268978,27150,526204,55.59,877,44,721,41,47.16,319149583,0.14,1.71,44.82,-7.66,Yes,No,Partial,Banned,1934114,1691294,433760,Moderna,5.35,1.04,3.04,1.08,9.89,188.93,Low,Yes,Yes,Alpha,4,22167,237478,145642,71282,42246,1801,1.32
2021-09-11,Russia,299561,2928,269391,27242,527103,55.68,444,30,870,27,41.63,85510056,0.17,0.89,37.93,18.04,Yes,No,Open,Banned,455679,336514,14192,Moderna,5.77,2.22,1.67,0.69,18.69,178.21,Full,Yes,Yes,None,4,96433,57563,83579,34802,44731,19443,9.83
2021-09-12,Russia,300040,2931,269857,27252,527946,55.77,959,26,892,47,76.93,311824365,0.17,1.15,13.43,-25.79,Yes,Yes,Partial,Restricted,4502671,3995900,509072,Sputnik,1.74,1.97,3.83,1.35,17.41,348.95,Medium,No,Yes,Omicron,3,14995,198233,162293,71416,29377,19718,5.07
2021-09-13,Russia,300528,2936,270307,27285,528805,55.87,395,94,381,47,39.83,304059905,0.07,1.86,50.74,28.2,Yes,No,Partial,Allowed,1639961,843576,34513,Pfizer,6.0,1.99,2.38,-8.21,18.25,65.29,Full,Yes,Yes,Omicron,2,44295,38939,198586,82725,17077,6087,6.2
2021-09-14,Russia,301059,2940,270726,27393,529739,55.96,507,38,621,47,51.84,148839132,0.12,0.62,86.0,-11.11,Yes,No,Open,Restricted,4573995,4570258,569295,Pfizer,2.7,1.75,1.6,-3.53,12.31,87.85,Medium,Yes,No,Alpha,1,7729,179891,142875,41758,20675,6985,5.93
2021-09-15,Russia,301540,2948,271160,27432,530585,56.05,951,16,90,19,37.26,231378224,0.02,1.24,86.04,-36.9,No,No,Closed,Banned,283334,-329846,292992,Sputnik,3.28,1.52,3.08,-2.83,4.21,179.77,Full,Yes,Yes,Beta,3,79820,276171,138907,58711,18115,4631,5.71
2021-09-16,Russia,302021,2956,271638,27427,531432,56.15,258,69,930,14,85.3,307071689,0.17,1.21,81.96,14.83,Yes,Yes,Closed,Allowed,107919,-794603,969662,Pfizer,3.07,0.66,2.61,-0.12,17.92,123.93,Low,No,No,Omicron,4,16084,186942,17234,14082,16285,18728,1.74
2021-09-17,Russia,302479,2963,272094,27422,532238,56.24,904,22,97,29,60.84,159960347,0.02,1.89,40.51,32.25,No,Yes,Closed,Allowed,4334983,3624526,978403,Sinovac,5.42,2.69,3.4,-7.67,4.91,52.46,Low,No,Yes,Omicron,1,94993,160665,127847,118522,48868,659,2.1
2021-09-18,Russia,302995,2969,272522,27504,533146,56.33,687,62,894,26,48.48,203566999,0.17,1.49,73.04,-35.43,No,Yes,Partial,Allowed,2616309,1781548,41834,Covishield,5.78,1.44,3.65,-11.7,17.16,11.13,Full,No,Yes,Beta,2,17805,151737,181500,105856,42309,18876,3.33
2021-09-19,Russia,303467,2979,272930,27558,533976,56.42,501,89,492,7,55.74,190083401,0.09,1.0,38.44,-48.83,No,Yes,Partial,Restricted,888274,614569,312677,Moderna,3.05,1.58,2.92,-3.43,18.76,114.48,Low,No,Yes,Beta,4,40502,6401,72873,27114,16115,6069,9.32
2021-09-20,Russia,303949,2986,273382,27581,534824,56.52,605,97,758,26,41.77,306998349,0.14,1.39,17.89,-41.32,Yes,No,Open,Allowed,4107477,3244155,539556,Pfizer,5.25,1.49,3.39,-8.54,18.91,171.54,Low,No,Yes,Alpha,3,1397,223793,14567,117590,19229,12391,3.78
2021-09-21,Russia,304469,2988,273816,27665,535739,56.61,562,49,818,29,41.59,335065375,0.15,0.71,39.31,-0.24,Yes,No,Partial,Allowed,1805159,1025163,669183,Sputnik,2.4,0.6,1.96,-5.37,7.01,215.69,High,Yes,Yes,Delta,2,15988,110954,192850,109624,36033,15173,3.85
2021-09-22,Russia,304962,2992,274273,27697,536607,56.7,440,67,145,9,56.62,94111390,0.03,0.89,26.36,9.11,No,Yes,Closed,Banned,2868093,2651748,21527,Covishield,3.46,2.91,3.59,-4.89,5.71,25.27,Low,Yes,Yes,Omicron,1,73730,239437,23971,26883,32092,5078,6.22
2021-09-23,Russia,305477,2996,274725,27756,537513,56.8,871,43,235,22,47.86,253257934,0.04,0.94,63.81,15.53,Yes,Yes,Partial,Allowed,1814762,1068293,702016,Moderna,5.5,1.58,2.18,1.43,16.0,358.14,Medium,Yes,Yes,Alpha,4,91027,82455,35900,149391,40224,5480,2.75
2021-09-24,Russia,305970,3000,275189,27781,538380,56.89,173,47,419,1,71.77,291542651,0.08,0.73,24.6,-0.57,No,No,Partial,Restricted,4548260,3825526,988384,Sputnik,2.92,1.14,1.9,1.96,9.1,136.27,Medium,No,Yes,Alpha,2,70367,154602,100070,69184,34027,11363,0.71
2021-09-25,Russia,306483,3006,275639,27838,539283,56.98,501,84,760,45,33.37,266581238,0.14,1.39,86.28,44.6,No,Yes,Closed,Allowed,4282085,3968210,569914,Covishield,3.72,1.01,2.02,-5.58,18.07,288.12,High,Yes,Yes,Delta,4,351,33829,192054,121420,39956,3232,5.09
2021-09-26,Russia,306993,3017,276060,27916,540180,57.08,285,36,421,4,40.85,190343637,0.08,0.77,46.78,-42.52,Yes,No,Closed,Restricted,2397313,1544394,193587,Sinovac,3.68,2.87,2.61,-6.28,7.19,280.78,Low,Yes,Yes,Beta,3,74644,58485,128214,56046,3143,11928,8.01
2021-09-27,Russia,307506,3024,276491,27991,541083,57.17,843,99,831,35,57.16,255614046,0.15,0.73,82.14,39.86,Yes,No,Partial,Allowed,2937098,2329478,868195,Covishield,4.97,1.48,2.18,-6.43,14.82,310.68,Full,No,Yes,Alpha,3,57832,54303,172278,23700,15423,14910,0.28
2021-09-28,Russia,308032,3029,276924,28079,542009,57.26,184,77,730,21,96.57,310290628,0.13,1.09,24.76,-33.84,Yes,Yes,Partial,Allowed,4878384,4474732,349545,Sputnik,3.11,1.44,2.8,-1.7,12.86,163.48,High,No,Yes,Beta,4,29483,152482,9245,95320,9243,16935,1.82
2021-09-29,Russia,308557,3033,277404,28120,542932,57.36,802,30,659,5,82.83,198242686,0.12,1.68,88.87,-4.5,Yes,No,Partial,Banned,3239533,2935727,927368,Covishield,5.16,1.2,1.54,-8.64,9.08,368.74,Medium,No,No,Omicron,1,10082,114294,199834,120255,20702,11227,4.29
2021-09-30,Russia,309056,3039,277859,28158,543810,57.45,302,14,467,20,50.36,319599025,0.09,1.45,21.14,-21.05,Yes,No,Partial,Banned,3639962,3619651,435078,Sinovac,5.81,0.51,2.66,-9.72,16.61,150.72,Low,Yes,Yes,None,4,65504,118417,150575,140110,5753,15548,4.14
2021-10-01,Russia,309553,3045,278326,28182,544685,57.54,532,59,187,38,35.71,13333952,0.03,1.0,71.53,0.24,Yes,No,Partial,Banned,3386492,2422996,347223,Sputnik,3.23,0.74,2.08,1.26,15.48,163.2,Full,No,No,None,2,72238,132500,11916,51972,14334,2237,0.47
2021-10-02,Russia,310060,3056,278779,28225,545577,57.64,392,57,726,18,51.99,286816693,0.13,1.95,99.01,-8.72,No,Yes,Open,Banned,3844213,2907964,263849,Moderna,3.9,0.81,3.28,-3.79,8.35,445.24,Full,No,Yes,Alpha,1,48833,202342,109449,53040,32470,18405,0.74
2021-10-03,Russia,310561,3060,279236,28265,546459,57.73,870,82,261,32,92.26,346939378,0.05,0.67,32.99,-30.57,No,Yes,Closed,Banned,602981,265891,91538,Sputnik,4.75,2.09,2.37,-2.74,8.89,399.02,Medium,No,No,Omicron,4,29555,94116,103374,28621,33045,10741,6.11
2021-10-04,Russia,311098,3065,279687,28346,547404,57.82,722,72,449,29,41.58,134087262,0.08,1.13,41.53,19.02,No,No,Partial,Restricted,1999866,1804471,238978,Moderna,4.57,1.35,2.08,-9.66,13.57,230.04,Low,No,No,Delta,4,42118,170188,111813,52577,19150,9014,9.9
2021-10-05,Russia,311541,3069,280115,28357,548183,57.91,765,80,332,13,33.46,269609846,0.06,1.32,15.15,16.18,No,No,Closed,Restricted,1372969,1197338,845546,Pfizer,2.91,1.87,1.84,-9.22,4.74,159.21,High,No,Yes,Beta,4,51067,193872,94941,116426,34276,6090,1.87
2021-10-06,Russia,312034,3080,280573,28381,549051,58.01,599,35,436,9,45.55,318149354,0.08,1.63,90.78,31.12,No,Yes,Open,Allowed,1644561,1628828,901399,Sinovac,2.77,1.68,2.19,-9.25,15.73,110.99,Medium,No,No,Omicron,1,22522,154623,110123,119267,26516,17387,0.18
2021-10-07,Russia,312524,3084,281000,28440,549913,58.1,875,67,283,35,77.49,81054255,0.05,1.97,82.06,-38.6,No,No,Partial,Banned,2146856,1500238,677446,Moderna,5.97,1.48,1.32,-11.4,17.26,221.65,Low,No,Yes,Delta,1,56779,271363,11725,88338,7385,3354,2.61
2021-10-08,Russia,313063,3091,281475,28497,550861,58.19,403,26,133,20,34.81,310458564,0.02,0.76,15.98,34.74,No,Yes,Closed,Restricted,3225585,2778758,853325,Sinovac,5.68,1.52,2.81,-2.61,10.75,130.93,Full,No,Yes,Beta,2,55385,160193,69911,38287,25564,16261,1.02
2021-10-09,Russia,313564,3093,281925,28546,551743,58.29,485,70,660,40,60.61,91791610,0.12,0.75,43.74,5.15,Yes,No,Closed,Banned,989208,328253,718977,Covishield,2.6,0.51,3.07,0.6,16.74,380.48,High,No,Yes,Beta,3,93563,40047,150578,117080,46111,13913,9.03
2021-10-10,Russia,314091,3100,282367,28624,552670,58.38,982,43,646,7,73.07,34274079,0.12,1.81,61.65,38.68,Yes,Yes,Closed,Banned,4113631,3234504,774214,Covishield,5.52,2.54,1.64,-4.0,11.64,291.67,Full,Yes,No,Beta,1,17285,17542,171618,86745,44054,672,8.84
2021-10-11,Russia,314620,3104,282785,28731,553601,58.47,328,56,555,10,77.4,196754266,0.1,1.68,52.99,-46.55,No,No,Partial,Restricted,2002183,1548812,286974,Covishield,3.19,2.91,2.16,1.49,19.01,394.79,High,Yes,No,None,1,18338,264577,95311,8371,25915,11206,4.84
2021-10-12,Russia,315119,3109,283216,28794,554479,58.57,191,87,507,37,72.09,54776010,0.09,1.64,64.07,18.81,Yes,No,Closed,Allowed,1693910,865621,333528,Sputnik,4.15,1.78,3.47,1.22,5.44,246.9,High,Yes,Yes,Omicron,2,43803,70587,144073,93437,9119,7754,9.31
2021-10-13,Russia,315585,3109,283671,28805,555299,58.66,182,76,413,6,53.19,28504756,0.07,1.86,74.95,-11.31,Yes,Yes,Partial,Banned,15540,-580799,975077,Sinovac,4.96,2.03,2.01,-11.51,11.67,393.02,Low,No,No,None,4,54619,112053,52850,45872,9006,10573,1.46
2021-10-14,Russia,316061,3114,284115,28832,556136,58.75,763,64,607,12,37.76,127335157,0.11,1.82,96.41,-41.12,Yes,No,Open,Banned,501983,-413820,135668,Sputnik,5.38,1.36,2.96,-7.44,13.29,428.38,Low,No,Yes,Omicron,2,16208,54494,70810,69632,39659,14388,1.6
2021-10-15,Russia,316593,3117,284583,28893,557072,58.85,625,94,778,11,44.43,328984817,0.14,1.19,96.85,13.12,No,No,Closed,Banned,1245484,938392,397038,Sputnik,2.76,1.4,3.28,-2.91,7.36,191.75,Medium,No,No,Alpha,4,5640,45483,124573,71832,5689,8607,8.1
2021-10-16,Russia,317073,3118,285050,28905,557917,58.94,674,20,714,46,83.3,215254868,0.13,1.92,32.8,-37.02,Yes,Yes,Partial,Allowed,1126624,807977,848221,Pfizer,5.14,0.54,3.61,-4.59,8.94,13.77,Medium,No,No,Alpha,3,14716,183528,118249,24128,31319,16708,9.25
2021-10-17,Russia,317537,3123,285468,28946,558734,59.03,760,53,862,10,36.22,63446681,0.15,0.99,50.03,-24.35,No,Yes,Closed,Restricted,4690195,4080618,253329,Pfizer,5.23,2.52,2.11,-9.57,16.53,423.57,Low,Yes,Yes,Alpha,2,7601,267984,105262,56791,28779,18935,5.73
2021-10-18,Russia,318032,3130,285947,28955,559605,59.12,481,20,948,35,38.6,270206379,0.17,1.03,89.51,-42.17,Yes,No,Partial,Banned,4702731,3918097,343771,Pfizer,4.56,1.61,3.45,-6.03,14.67,252.98,High,No,Yes,Omicron,2,72557,158194,117126,131030,23680,11764,2.02
2021-10-19,Russia,318571,3136,286415,29020,560553,59.22,300,94,576,10,31.39,169606717,0.1,1.33,75.99,47.09,No,Yes,Closed,Banned,1224146,585361,131401,Sputnik,1.58,1.16,1.39,-8.98,9.93,429.71,Medium,No,No,None,4,87606,228756,168020,8081,10263,3066,6.09
2021-10-20,Russia,319105,3143,286862,29100,561493,59.31,647,10,678,29,92.34,107946829,0.12,1.24,39.97,-34.99,Yes,Yes,Open,Banned,2482337,2359405,665161,Moderna,5.75,1.65,3.94,-1.98,16.01,67.81,High,No,No,Beta,1,17395,131454,69842,36273,21999,3038,4.17
